pid,action_times,actions,block,correct,delays,key_press,path,prs,queries,questions,responses,rewards,rt,score,simulation_mode,state_rewards,time_elapsed,trial_index,trial_time,trial_id,trial_type,view_history
70,,,,,,,,,,,"{""Q0"":""30"",""Q1"":""Male""}",,25334,,,,1012692,,,,survey-text,
57,,,,,,,,,,,"{""Q0"":""Checking nodes more.""}",,11014,,,,406535,,,,survey-text,
57,,,,,,,,,,,"{""Q0"":""27"",""Q1"":""Male""}",,11058,,,,691300,,,,survey-text,
11,,,,,,,,,,,"{""Q0"":""I learned to explore the value of more nodes to get more money.""}",,20592,,,,298676,,,,survey-text,
11,,,,,,,,,,,"{""Q0"":""48"",""Q1"":""female""}",,8287,,,,563278,,,,survey-text,
71,,,,,,,,,,,"{""Q0"":""nothing""}",,15768,,,,816481,,,,survey-text,
71,,,,,,,,,,,"{""Q0"":""45"",""Q1"":""Male""}",,17485,,,,1155529,,,,survey-text,
61,,,,,,,,,,,"{""Q0"":""I'm clicking on more nodes than at the beginning.""}",,35817,,,,256405,,,,survey-text,
61,,,,,,,,,,,"{""Q0"":""51"",""Q1"":""Male""}",,9307,,,,590333,,,,survey-text,
74,,,,,,,,,,,"{""Q0"":""I learned that if you see a node with a positive amount follow inspect that route first before doing others.""}",,43351,,,,784086,,,,survey-text,
74,,,,,,,,,,,"{""Q0"":""28"",""Q1"":""male""}",,8767,,,,1113700,,,,survey-text,
60,,,,,,,,,,,"{""Q0"":""Once finding a node that had the money I started inspecting the other nodes in that same column instead of looking at the other nodes. Also to inspect the last 2 nodes to see the best place to finish once I started moving.  ""}",,96294,,,,398860,,,,survey-text,
60,,,,,,,,,,,"{""Q0"":""36"",""Q1"":""female ""}",,12138,,,,651472,,,,survey-text,
21,,,,,,,,,,,"{""Q0"":""I primarily make my decision on clicking the closest two nodes in each direction instead of inspecting every node and wasting money.""}",,38286,,,,503091,,,,survey-text,
21,,,,,,,,,,,"{""Q0"":""23"",""Q1"":""male""}",,9089,,,,761369,,,,survey-text,
64,,,,,,,,,,,"{""Q0"":"". I tried to click the least amount of circles as possible just finding a reasonable amount of profit per round without having to click a whole bunch. Didn't work great though. ""}",,46066,,,,587727,,,,survey-text,
64,,,,,,,,,,,"{""Q0"":""32"",""Q1"":""One of the two genders that exist: Male. ""}",,13323,,,,1005525,,,,survey-text,
18,,,,,,,,,,,"{""Q0"":""I guess I learned to click on one of the nearest nodes first and if it's a positive number to continue clicking down that path. If it's negative then move on to one of the other near nodes. If it's a positive 10 to start then it only wants me to click on one of the two last nodes in the path. At the beginning I didn't have a particular place to start checking.""}",,155320,,,,592142,,,,survey-text,
18,,,,,,,,,,,"{""Q0"":""40"",""Q1"":""female""}",,7363,,,,957035,,,,survey-text,
75,,,,,,,,,,,"{""Q0"":""Nothing i am doing the strategy i came up with when i first saw the web.""}",,92732,,,,366151,,,,survey-text,
75,,,,,,,,,,,"{""Q0"":""21"",""Q1"":""Male""}",,9046,,,,586230,,,,survey-text,
19,,,,,,,,,,,"{""Q0"":""I learned that I should reveal nodes in the most efficient way possible. I am trying to reveal profitable paths with minimum reveals. ""}",,222424,,,,748435,,,,survey-text,
19,,,,,,,,,,,"{""Q0"":""22"",""Q1"":""Male""}",,7561,,,,1072818,,,,survey-text,
24,,,,,,,,,,,"{""Q0"":""This game is automated to make the player loose""}",,29322,,,,500265,,,,survey-text,
24,,,,,,,,,,,"{""Q0"":""35"",""Q1"":""male""}",,7927,,,,760678,,,,survey-text,
45,,,,,,,,,,,"{""Q0"":""I learnt that it is entirely based on luck so I don't bother wasting $ on node revealing sometimes""}",,199841,,,,601298,,,,survey-text,
45,,,,,,,,,,,"{""Q0"":""27"",""Q1"":""Male""}",,12182,,,,908577,,,,survey-text,
25,,,,,,,,,,,"{""Q0"":""Learned how many to click and where""}",,26523,,,,302144,,,,survey-text,
25,,,,,,,,,,,"{""Q0"":""36"",""Q1"":""m""}",,8221,,,,595935,,,,survey-text,
72,,,,,,,,,,,"{""Q0"":""I am still using the same method from the beginning""}",,28733,,,,285578,,,,survey-text,
72,,,,,,,,,,,"{""Q0"":""21"",""Q1"":""Male""}",,4567,,,,516578,,,,survey-text,
46,,,,,,,,,,,"{""Q0"":""Click through when you find positive flow to see where to end up.""}",,17131,,,,302056,,,,survey-text,
46,,,,,,,,,,,"{""Q0"":""39"",""Q1"":""Male""}",,7287,,,,552559,,,,survey-text,
68,,,,,,,,,,,"{""Q0"":""I ensured a pick a direction with a more rewarding node""}",,31547,,,,2535051,,,,survey-text,
68,,,,,,,,,,,"{""Q0"":""58"",""Q1"":""Male""}",,7742,,,,2916036,,,,survey-text,
66,,,,,,,,,,,"{""Q0"":""I have learned that each round is different""}",,17176,,,,221098,,,,survey-text,
66,,,,,,,,,,,"{""Q0"":""29"",""Q1"":""female""}",,8248,,,,462803,,,,survey-text,
10,,,,,,,,,,,"{""Q0"":""thanks""}",,5252,,,,432758,,,,survey-text,
10,,,,,,,,,,,"{""Q0"":""33"",""Q1"":""female""}",,6858,,,,1037253,,,,survey-text,
17,,,,,,,,,,,"{""Q0"":""guessing- did not change strategy""}",,23860,,,,427834,,,,survey-text,
17,,,,,,,,,,,"{""Q0"":""50"",""Q1"":""female""}",,11203,,,,703639,,,,survey-text,
65,,,,,,,,,,,"{""Q0"":""I experimented and found it best to spend more up front before moving.""}",,32681,,,,320113,,,,survey-text,
65,,,,,,,,,,,"{""Q0"":""35"",""Q1"":""male""}",,6436,,,,556666,,,,survey-text,
23,,,,,,,,,,,"{""Q0"":""I would spend the one dollar more often""}",,10380,,,,203410,,,,survey-text,
23,,,,,,,,,,,"{""Q0"":""32"",""Q1"":""male""}",,8231,,,,471362,,,,survey-text,
48,,,,,,,,,,,"{""Q0"":""I am trying to better plan ahead/ ""}",,17082,,,,383235,,,,survey-text,
48,,,,,,,,,,,"{""Q0"":""47"",""Q1"":""Male""}",,8176,,,,687981,,,,survey-text,
20,,,,,,,,,,,"{""Q0"":""I've learned how to use the node inspector.""}",,30685,,,,302643,,,,survey-text,
20,,,,,,,,,,,"{""Q0"":""45"",""Q1"":""male""}",,11952,,,,601667,,,,survey-text,
54,,,,,,,,,,,"{""Q0"":""I feel like it constantly wanted me to click on various nodes even though I really didn't want to because I didn't want to spend the $1 so many times. I hated the big \""you should have\"" message every time, but I started clicking on more nodes.""}",,44263,,,,445379,,,,survey-text,
54,,,,,,,,,,,"{""Q0"":""56"",""Q1"":""female""}",,7102,,,,683256,,,,survey-text,
73,,,,,,,,,,,"{""Q0"":""I am clicking on the nodes more straigically.""}",,16149,,,,418146,,,,survey-text,
73,,,,,,,,,,,"{""Q0"":""32"",""Q1"":""Male""}",,7942,,,,771576,,,,survey-text,
82,,,,,,,,,,,"{""Q0"":""If I get two greens in a row, I go in that direction and I don't click on anymore than I have to.""}",,30616,,,,729800,,,,survey-text,
82,,,,,,,,,,,"{""Q0"":""39"",""Q1"":""female""}",,45784,,,,1070070,,,,survey-text,
87,,,,,,,,,,,"{""Q0"":""I only clicked on the areas that I needed to in order to find the best path.  In the beginning I wanted to see most of the nodes in order to plan it out but needed less information later in the session.""}",,46890,,,,233220,,,,survey-text,
87,,,,,,,,,,,"{""Q0"":""24"",""Q1"":""male""}",,14866,,,,742219,,,,survey-text,
84,,,,,,,,,,,"{""Q0"":""I am making sure the path as a whole gives value, basically I'm spending more time to scout than I originally did.""}",,35393,,,,254625,,,,survey-text,
84,,,,,,,,,,,"{""Q0"":""48"",""Q1"":""male""}",,10994,,,,522818,,,,survey-text,
26,,,,,,,,,,,"{""Q0"":""Clicking more""}",,7067,,,,265619,,,,survey-text,
26,,,,,,,,,,,"{""Q0"":""33"",""Q1"":""Male""}",,4100,,,,497776,,,,survey-text,
81,,,,,,,,,,,"{""Q0"":""Using the inspector helps a lot.""}",,14026,,,,324271,,,,survey-text,
81,,,,,,,,,,,"{""Q0"":""30"",""Q1"":""Male""}",,11467,,,,632671,,,,survey-text,
52,,,,,,,,,,,"{""Q0"":""I now see that I shouldn't continue revealing nodes if I already found a negative amount in the path.""}",,46124,,,,424221,,,,survey-text,
52,,,,,,,,,,,"{""Q0"":""28"",""Q1"":""Male""}",,14287,,,,720024,,,,survey-text,
31,,,,,,,,,,,"{""Q0"":""Trying to guess which nodes to click on""}",,21992,,,,351816,,,,survey-text,
31,,,,,,,,,,,"{""Q0"":""44"",""Q1"":""female""}",,9319,,,,612943,,,,survey-text,
59,,,,,,,,,,,"{""Q0"":""I am using more of the node inspectors. ""}",,12196,,,,267731,,,,survey-text,
59,,,,,,,,,,,"{""Q0"":""35"",""Q1"":""Female""}",,9470,,,,535438,,,,survey-text,
43,,,,,,,,,,,"{""Q0"":""Using the check before moving""}",,20648,,,,495283,,,,survey-text,
43,,,,,,,,,,,"{""Q0"":""47"",""Q1"":""Female""}",,12412,,,,841062,,,,survey-text,
36,,,,,,,,,,,"{""Q0"":""I'm just trying to find a clear path to some green, not red numbers. ""}",,24510,,,,502175,,,,survey-text,
36,,,,,,,,,,,"{""Q0"":""41"",""Q1"":""female""}",,12005,,,,851001,,,,survey-text,
7,,,,,,,,,,,"{""Q0"":""I am playing about the same.  I look at one close to me and then try to find another paying one along the same route""}",,37614,,,,332023,,,,survey-text,
7,,,,,,,,,,,"{""Q0"":""39"",""Q1"":""male""}",,6511,,,,596256,,,,survey-text,
28,,,,,,,,,,,"{""Q0"":""Picking and choosing which ones to reveal a bit more often. Although the guide was kind of annoying honestly""}",,28921,,,,243905,,,,survey-text,
28,,,,,,,,,,,"{""Q0"":""42"",""Q1"":""male""}",,7753,,,,476337,,,,survey-text,
15,,,,,,,,,,,"{""Q0"":""I made sure I checked as many nodes as I could to avoid making losses.""}",,32514,,,,429995,,,,survey-text,
15,,,,,,,,,,,"{""Q0"":""24"",""Q1"":""Female""}",,7920,,,,784735,,,,survey-text,
51,,,,,,,,,,,"{""Q0"":""Im no longer clicking the entire web since many webs have no good paths. ""}",,15019,,,,195287,,,,survey-text,
51,,,,,,,,,,,"{""Q0"":""28"",""Q1"":""Male""}",,5735,,,,414716,,,,survey-text,
58,,,,,,,,,,,"{""Q0"":""I didn't understand that I could click on multiple nodes each round.""}",,38670,,,,484316,,,,survey-text,
58,,,,,,,,,,,"{""Q0"":""44"",""Q1"":""female""}",,6830,,,,765827,,,,survey-text,
62,,,,,,,,,,,"{""Q0"":""I learned that you have to take risks and nothing is for sure. ""}",,15064,,,,270472,,,,survey-text,
62,,,,,,,,,,,"{""Q0"":""26"",""Q1"":""Male""}",,11541,,,,608059,,,,survey-text,
79,,,,,,,,,,,"{""Q0"":""If I clicked a positive node, I'd just go to the end nodes to see their value instead of clicking the middle one. I was confused by the message\"" you should have clicked one of these nodes\"" because I thought I could click as few as I liked. I tried to jump to a positive outcome without picking too many unnecessary nodes.""}",,96547,,,,474455,,,,survey-text,
79,,,,,,,,,,,"{""Q0"":""41"",""Q1"":""female""}",,7989,,,,775573,,,,survey-text,
34,,,,,,,,,,,"{""Q0"":""I learned to try to find the ten first.""}",,18199,,,,378749,,,,survey-text,
34,,,,,,,,,,,"{""Q0"":""36"",""Q1"":""female""}",,10573,,,,669208,,,,survey-text,
50,,,,,,,,,,,"{""Q0"":""I tried to only press the ones that were profitable from the 2nd node and then only checked that branch instead of every single node.""}",,60818,,,,239222,,,,survey-text,
50,,,,,,,,,,,"{""Q0"":""26"",""Q1"":""male""}",,6358,,,,501346,,,,survey-text,
67,,,,,,,,,,,"{""Q0"":""I would say you have to accept the positives once you see them and not keep searching for the absolute maximum return.""}",,68495,,,,382726,,,,survey-text,
67,,,,,,,,,,,"{""Q0"":""48"",""Q1"":""Male""}",,153948,,,,1013764,,,,survey-text,
22,,,,,,,,,,,"{""Q0"":""I'm starting at the end of the web and moving backward. If I get two positive numbers I'm going with that path.""}",,26291,,,,253795,,,,survey-text,
22,,,,,,,,,,,"{""Q0"":""33"",""Q1"":""Male""}",,18143,,,,549972,,,,survey-text,
3,,,,,,,,,,,"{""Q0"":""checking more nodes""}",,11586,,,,355028,,,,survey-text,
3,,,,,,,,,,,"{""Q0"":""56"",""Q1"":""female""}",,9303,,,,622471,,,,survey-text,
8,,,,,,,,,,,"{""Q0"":""finding the 10s first and following the path""}",,14938,,,,359564,,,,survey-text,
8,,,,,,,,,,,"{""Q0"":""34"",""Q1"":""male""}",,13172,,,,659079,,,,survey-text,
5,,,,,,,,,,,"{""Q0"":""At first I tried to use minimal node checks, but I think node checks are important now as the paths can be misleading. However, too many node checks and not a successful path is detrimental.""}",,29776,,,,205311,,,,survey-text,
5,,,,,,,,,,,"{""Q0"":""30"",""Q1"":""male""}",,3987,,,,467386,,,,survey-text,
86,,,,,,,,,,,"{""Q0"":""Check multiple spots""}",,10001,,,,342103,,,,survey-text,
86,,,,,,,,,,,"{""Q0"":""24"",""Q1"":""female""}",,5478,,,,659443,,,,survey-text,
2,,,,,,,,,,,"{""Q0"":""I feel like there should be a pattern but I can't find it. So far I have learned nothing.""}",,108160,,,,621877,,,,survey-text,
2,,,,,,,,,,,"{""Q0"":""41"",""Q1"":""Female""}",,12156,,,,1091152,,,,survey-text,
